Name,RA (1950),Dec m_Zw,V_h,sig sour,Ty,D1,D2,BT   UGC,CfARFN,Comments
11046+1850,110430.8,18502515.1,1199,1012212,10:00 PM,,,6171,,
N3527,110436.1,28475015.1,10092,812212,0B R,1.2,1.1,6170,T06515,
11046+0640,110438.1,6405515.5,2553,712700,,,,,,
11046+2313,110438.1,23124715.4,6218,1712779,D,1.1,0.7,6172,T18074,
11046+2345,110439.2,23451314.4,6599,3512700,6,1,0.7,6173,T01361,
11047+1842A,110440.3,18420114.7,8049,4212779,-1X R,0.2,0.15,06175A,,"VV239,Arp191"
I 669,110440.8,6342314.3,8786,2112700,0,1.6,0.8,6174,T03090,
11047+1842B,110441.8,18421314.7,8211,7713700,-3X P,0.9,0.45,06175B,,"VV239,Arp191"
11047+6653,110443.9,66523114.6,9923,2712700,,,,,,
11047+2156,110444.8,21554114.8,2680,2912700,-2B,1.2,0.5,6176,T18076,MK1282
11048+0310,110450.8,3102415.4,17339,441-204,,,,,M05023,A1171-4
I 670,110453.1,6590714.7,8697,3812700,-2,1.1,0.8,6178,T04435,
11049+0404,110453.8,4042315.3,18105,411-120,1B,,,,,
11049+2308,110455.4,23072415.1,6654,3312700,,,,,T18075,
I 671,110457.6,1031314.8,11844,3312779,1A,1.4,1.4,6180,,
11050+0332,110458.8,3313515.2,18183,18H-120,,,,,,Not in Zw
11050+0532,110501.7,5314915.3,6880,712700,,,,,,
11051+1318,110504.4,13174814.8,10491,3012700,,,,,T16249,
11051+1949,110507.2,19491115.5,1169,412212,8,1,0.9,6181,,
11051+0332,110508.7,3322615.5,18347,1312700,,,,,,
11051+5354,110508.7,53531614.1,1230,510809,-2X,1,0.9,6182,T01655,
11051+4707,110510.3,47071715.2,7499,2212700,,,,,T25820,
11052+3708,110514.1,37083614.6,8013,2512700,3B2t,,,,T12109,
11052+3544,110514.1,35440114.9,8615,2512700,4X3r,1.5,0.8,6183,T12012,
11052+0238,110514.6,2373815.1,9283,1712700,3B2,,,,,
11053+0816,110518,8163614.6,3336,410639,8X,1.7,0.9,6185,,3344 1 (0651)
11052+4615,110518.4,46152115.2,10826,1512700,5A,1.1,0.35,6184,,
11054+0217,110520.6,2170015.3,12583,2012700,5B6,,,,,
11054+5406,110523.1,54053314.7,6355,7012779,20,1.3,0.3,6186,,
11053+0745,110523.3,7451115.5,12016,7312779,,,,,,
11054+1423,110523.4,14222215,10373,2712700,,,,,T16190,
11053+0743,110525.3,7424715.3,12295,912700,,,,,,
11055+1319,110531.9,13185415.2,11144,4012700,,,,,T16250,
11056+4524,110540.7,45240714,6171,3212700,1,0.7,0.6,6187,T00155,
11057+1330,110541,13294315,10157,3112700,,,,,T16324,
11056+4736,110541.7,47362515.5,10639,4212700,,,,,T26216,
11057+1019,110542.8,10183815.1,12249,710661,3,0.7,0.3,67009,T16251,
N3530,110543,57300414.4,1938,2412700,1A,0.01,0.8,6188,T03363,
11057+1408,110544.4,14073714.7,7664,391-1,,,,,T16252,
11057+3006,110547.8,30062815.4,10718,3112736,20  P,,,,T10714,
11058+0346,110549.4,3460714.7,7651,3412700,,,,,T20765,IR
11058+0606,110556.1,6054815.4,6157,3512700,,,,,,
N3535,110559,5061114.3,6962,2812700,1A,1.2,0.5,6189,T03049,
11061+0209,110603.7,2084915.3,12735,1512700,,,,,,
11059+7916,110604.2,79162515.4,11884,2612700,,,,,110497,
11061+0033S,110606.3,321814.8,7613,1813700,,,,,,KDG269B
11061+0040,110606.9,394515,7605,1812700,,,,,,
N3536,110609.6,28444715.2,10925,812212,0B,1.8,1.4,6191,,
N3534A,110614.4,26525115.4,6576,812212,2A P,1.4,0.4,6190,T10715,
11062+0540,110618.8,5391615.5,6255,1312700,,,,,,
11063+0635,110619.7,6344515.2,13233,671 002,5X4P,,,,,
11063+0257,110619.8,2565415.3,10757,2013542,,,,,T20766,IR
11063+2312,110620.3,23120214.7,2642,712212,20,1.6,1.6,6194,,
11064+0637,110626,6361615.1,13101,5312779,4B P,,,,,
N3539,110626.8,28563615.4,9707,510661,3,0.7,0.2,,T10536,
N3540,110631.3,36173214.6,6427,4212700,0B T,1.3,1.3,6196,M09720,M+6-25-11
11066+0828E,110634.4,8272615.5,11735,13H2700,,0.9,0.45,06197A,,Bridge
11067+1333,110639.2,13313515.4,9512,3612700,,,,,T16325,
11066+2950,110642.6,29503615,10427,2512736,0  R,1,0.7,6198,T09556,
11068+5113,110643.6,51115315.4,920,231-120,20,1,0.15,6202,,
11068+1107,110646.6,11061915,1539,5011820,,,,,,
11067+6234,110647.3,62335514.9,4797,1 002,-2,1.4,0.35,6199,,
I 673,110651.2,102314.5,3859,812212,1A,2,0.8,6200,T03078,
11068+4705,110653.8,47050814.3,7497,3012700,-3,0.7,0.5,6201,T01551,
11069+6355,110658.2,63544714.8,9824,221-120,,,,,,
11070+2202,110704.3,22015114.8,9552,2712700,-7,1.4,1.2,6203,T18078,
11070+0538,110704.7,5371715.5,6287,1212700,,,,,,
11071+3716,110707.2,37162415.5,8914,3912700,1,,,,T12218,
11071+5240,110708.3,52393015.5,6272,201-120,,,,,,
N3542,110710.5,37130115,9026,2912700,3B P,,,,T12217,
11071+2432,110711,24320114.5,6173,812212,3:00 PM,1,0.5,6204,,"Arp301A,VV229"
11072+0917,110712.1,9155615.5,8890,3212700,,,,,T16273,
11072+1302,110712.1,13023214.2,12742,3812700,5,0.9,0.5,6206,T03309,"MK729,KDG272B"
11072+3724,110713.3,37242715.5,7763,2212700,1B T,,,,T12219,
11071+0341,110713.7,3402415.1,12139,1512700,,,,,,
11072+2431,110713.8,24314214.6,6287,3312712,3:00 PM,1.5,0.2,6207,,"Arp301B,VV229,PGC33862"
11073+0947,110716,9472715.1,8984,3312700,-2A,,,,T16253,
N3547,110718.8,10594013.2,5 1614,922212,3,2.1,0.9,13.2006209,T14684,
11073+4914,110722.7,49132015.5,7308,1512700,,,,,,
11073+0730,110723,7301315.1,6334,1212212,3A,1,0.2,6208,,
11074+0535,110726.4,5343114.7,8733,2212700,3A,1.7,0.8,6210,,
N3545N,110728.3,37141715.5,0 8660,29H3527,-5  P,,,,,"KDG273A,NE Comp, 8442 50 (3700)"
11075+0734,110732.3,7332815.4,6202,1312700,,,,,,
11077+0458,110744.9,4573615.2,9087,3912700,-1B,,,,T25755,
11078+0517,110748.2,5163815.1,9402,1312700,,,,,,
11078+1024,110748.9,10235015.4,1304,4312700,9A8,,,,T16326,
11078+0506,110749.7,5060514,9089,3212700,3A,1,0.6,6212,T05927,
11078+0452,110750.3,4521515.2,8735,3712700,-3,,,,T25754,
11078+0415,110750.9,4152815,8720,4712761,,,,,T25750,
11078+5755,110752.6,57542815.2,9260,20012411,,,,,,VIIZw377
11078+0805,110753.3,8045115.4,13399,1812700,,,,,,
11079+2900,110755.6,29001415.5,9234,3412736,-2B R,0.6,0.4,,T09328,
11079+3156,110756.2,31553715.1,8388,3112736,-4,,,,T10537,
N3543,110756.2,61370714.8,1662,241-120,20,1.4,0.25,6213,,
N3550S,110756.3,29021414.2,10379,913527,,,,06214B,,
11079+2835,110756.7,28351915.1,10313,3212779,-3,,,,,
N3550N,110757,29022614.2,10390,1613527,-2A P,1.1,1,06214A,,
11080+1244,110757.4,12432715.4,6250,1212212,-1,,,,T16327,
11079+0420,110759.1,4203415.3,8607,1812761,0X,,,,T25751,
N3552,110800.7,28575315.1,9988,2712743,-2,,,,T06267,A1185-28A
11079+0332,110800.9,3322115.2,7613,2112700,-4,,,,,
11080+0428,110802.3,4274815.3,8655,1612761,,,,,T25752,
N3549,110803.1,53393312.7,6 2862,602212,5A4s,3.3,1,06215 42.0,T09514,
11080+0402,110804.1,4013615.2,7607,3112700,-1,,,,T25741,
N3554,110806.6,28555515.3,8741,2612736,-5,,,,T09060,A1185
11080+4714,110806.7,47125515.4,5873,1512700,,,,,,
11081+5814,110807.6,58131215.5,13590,151-120,,,,,,
N3559,110808.4,12171513.7,3233,510620,9:00 PM,1.3,0.9,6217,T00039,3250 2 (0651)
11082+1153,110808.9,11530015.4,12715,3112700,,,,,T16297,
11082+0130,110809.3,1295715.4,11316,3612779,-1A,,,,,
11081+0507,110809.4,5070314.9,5795,310656,0,1.3,0.2,6216,,
11081+0447,110809.9,4465715,8720,181-120,,,,,40395,
11082+6225,110813.8,62244715.4,4734,2412700,,,,,,
N3558,110814,28485314.8,9606,3212760,-3A,,,,T18396,"MK422,8936(0)"
11082+2722,110815.6,27220715.5,10720,3212736,3B,,,,T10928,
11083+1927,110818.5,19271414.9,6233,1413700,20,1.6,0.25,6219,,KDG275A
I 674,110818.7,43541714.5,7526,1112218,2A,1.8,0.8,6221,T01531,PGC33982
11084+0122,110820.5,1215215.5,1041,1812700,10,0.9,0.3,,,
11084+0508,110827.9,5082815.1,8506,1412700,5B6,,,,,
11084+4828,110828.3,48280815.4,13662,2012700,,,,,10498,
N3561N,110831.2,28580615,0 8804,10H 0,-2  P,0.7,0.6,06224B,,"S Comp,ZCG,VV237,Arp105"
N3561S,110831.2,28591215.4,0 8556,34H 0,1B P,0.9,0.7,06224A,,"N Comp,ZCG,VV237,Arp105"
11085+3540,110833.8,35392615.2,7471,2912700,3B P,,,,T12028,
11085+4739,110833.8,47381215.3,7529,1812700,,,,,T25739,
11086+0413,110834.6,4124415.3,15681,3712700,-1,,,,T25740,
N3556,110836.8,55563310.9,0  698,302600,6B s,8.8,2.2,10.6506225,T16165,
11086+0321,110837.9,3205515.2,9468,2112700,,,,,T25609,
11086+4719,110837.9,47182614.3,7580,3212700,-3,0.8,0.7,6227,T01552,
11087+4410,110838.2,44104515.2,6398,3012700,1A,1.5,0.4,6232,T14316,
11086+5649,110839.9,56475615.4,3054,1012212,5B,1.3,1.1,6228,,
11087+1151,110841.1,11493715.3,11350,3312700,15,1,0.7,6231,T16298,
11087+2900B,110842.2,29000915.5,9607,3212736,12:00 PM,,,,T09331,
11087+0328,110843.1,3281215.4,9002,5512761,-3,,,,T25610,
N3567,110843.5,6063214.4,6376,2512700,-2,1.2,0.9,6230,T03091,
N3563B,110844.2,27140815,9951,3592700,12:00 PM,1.1,0.8,06234B,T17629,"E Comp,KDG277B, 10031 32 (3527)"
11088+0606,110845.3,6060415.1,6256,791 002,-1,,,,,
11088+2315,110846.7,23143115.4,9672,2612700,,,,,T18080,
11088+6801W,110848.1,68003515.2,9224,1912700,,,,,110497,W Comp
11088+0711,110851.9,7104814.6,1570,1012700,1A,1.1,0.35,6233,,
11088+0333,110854,3323615.4,9135,3812779,-1,,,,T25612,
11089+5224,110854.3,52232215.5,7875,2712700,,,,,,
11088+3939,110854.4,39384615.4,7585,3712700,,,,,T14710,
11088+0335,110855.7,3341515.4,8857,3312779,-1,,,,T25611,
11089+0643,110856.9,6424615.5,12550,3112700,-4,,,,,
11089+0747,110857.1,7470815.5,13847,1512779,,,,,,
I2628,110900.9,12233615.1,13682,5212700,,,,,T15951,
11090+3700,110901.8,37010015.5,8587,2612700,2  /,1,0.2,6236,T12074,
11090+4550,110903.7,45484715.2,8500,3212700,,,,,T18342,
11090+0456,110905.7,4562715.2,12303,4212700,,,,,T25532,
11091+7245,110913.7,72461315.5,6943,4412700,,,,,250696,
11093+5721,110920.6,57205215.3,14137,351-120,,,,,250696,
N3570,110921.9,27514315,10552,3012779,-3A,1,1,6240,T10912,
11094+2845,110922.3,28452814.9,1554,3712736,3,1,0.2,6241,T10716,
N3569,110924.4,35432814.5,7447,2512700,-2A,1.1,1,6238,T01206,cD?
11094+0325,110924.6,3242714.6,9009,4512700,-7,1.1,0.9,6239,T25990,
11094+0319,110927.3,3185915.4,9011,2612700,,,,,,
11094+5418,110928.5,54175815.4,11876,5312700,,,,,,
11095+1335,110928.5,13343915.5,10339,3412700,,,,,T16328,
11095+0326,110932.3,3245615.2,9081,2112700,,,,,,
11096+4533,110938.6,45321315.3,2951,1812700,,,,,T25950,
N3562,110939.4,73090313.2,6748,1512700,-7,1.7,1.3,6242,T02765,*
11095+7712,110941.8,77120615.4,6760,2212700,,,,,120497,
11098+0402,110946.9,4015915.3,6741,1812700,3X,,,,,
11098+2333,110951.2,23325715,6713,2912700,-4,0.6,0.6,,T18081,SW Comp
11100+0143,110958.4,1432215.5,8703,2012700,,,,,,
11100+2546,111000.1,25461315.2,4296,3012700,,,,,T20884,MK730
I 676,111003.7,9194413.4,1402,3112700,-1B,2.2,1.6,6245,T00421,MK731
11101+1342,111003.8,13412015.5,10318,3512700,,,,,T16337,
11102+2743,111012,27422715.1,6830,912212,1X R,1.5,0.7,6247,T10929,
11102+2816,111013.1,28162215.5,14012,2312736,5:00 PM,,,,,
11103+6011,111022.6,60105214.6,1058,1 002,6A,1.8,1.8,6249,,
11104+0808,111024.5,8080115,1404,1812700,,,,,,
11104+5645,111025.2,56445615.3,10192,1412779,,,,,T20785,IR
11105+2805,111029,28052414.7,9440,2712736,-2X,1.2,1,6250,T10932,
11105+0655,111029.6,6543615.3,6155,1912700,,,,,,
11105+0530,111031.2,5302215.5,12960,1912700,0B,,,,,
11105+0016,111031.4,163215.3,11878,3312779,-3,,,,,
11105+0758,111031.8,7573615.4,6279,3012779,,,,,,
11105+0520,111032.8,5204214.9,8146,1312700,,,,,,
11106+0528,111037.4,5280714.8,2550,1812700,,,,,,
11106+2608,111038.6,26080315.4,6442,1012212,5,1,0.8,6252,,
N3580,111041,3554614.7,6788,3312700,-1A,0.9,0.3,,T25951,
11107+3052,111044.9,30524715.1,10243,2812736,1B R,,,,T10661,
11107+0522,111046,5215315.5,8200,1912700,,,,,,
11108+2226,111049.8,22253212.9,-87,51,-5,15,12,12.3806253 0.46,,"LEOII,DDO93"
11108+4751,111051.7,47510013.6,5351,15010510,-5  P,0.8,0.4,6255,,AK283
I2634,111051.8,10452915,8768,3212700,3X4,0.4,0.4,,T16254,
N3577,111055.3,48324014.7,5336,1012212,1B R,1.6,1.6,6257,,
11111+6413,111106.1,64122415.3,10421,2312779,,,,,,
11111+0658,111107.9,6573515.2,14183,3812700,,,,,,
11112+5559,111112.3,55585614.9,8468,1512700,,,,,,
I2637,111113.5,9513313.9,8763,2512700,15,0.9,0.8,6259,T00928,"Sy1.5,MK732,IR83088"
I2638,111115.4,10500715.1,12390,4012700,-2B,1.1,0.6,6261,T16255,
11113+0433,111117.4,4334914.9,7142,1312700,3A,1.3,0.4,6260,,
I 677,111119.9,12342513.6,3246,510620,3,1.6,0.6,06262 44.7,T00133,3254 1 (0651)
N3583,111121.6,48352412.2,0 2135,522212,3B3s,2.7,2,6263,T14475,
11113+6221,111123.1,62204315.2,3230,301-120,,,,,140497,
N3588,111123.4,20393315.3,7840,5612779,D,1.1,0.9,6264,T22220,
11115+2730,111129.4,27304215.5,8085,3412736,3:00 PM,,,,T10662,
I 678,111131,6505915.1,968,501 002,-4,,,,,M+1-29-21
11115+3426,111132.2,34253615.4,8176,2912700,0A r,,,,T12221,
11116+2849,111136,28495215.3,10341,3312779,-3X,,,,T10505,
11116+4739,111136.3,47390415.4,7513,1712700,,,,,,
11116+3144,111137.3,31424215.5,10375,2812779,-4,,,,T10871,
11116+6338,111137.5,63381415,9887,2912700,20,1.1,0.3,6265,,
11117+5806,111145.9,58055315.1,8338,3612700,,,,,250696,
11118+0426,111149.4,4255715.4,7035,1212700,,,,,,
N3592,111150.3,17315314.8,1298,912212,5A,2,0.5,6267,,
11119+3035,111155.6,30351414.6,2009,1112218,1,1.2,0.5,6271,T10940,PGC34260
N3593,111159.2,13052811.9,1  627,302212,0A5s,5.2,2.1,11.7006272,T02735,
11121+3546N,111207.6,35462514.5,6447,23H2700,3,1.7,0.3,06273N,T01247,NORTH
11121+0417E,111208.5,4174815.5,12630,20H2700,,,,,,NE
11121+6935,111209.8,69351015.5,12773,251-120,,,,,,
I2649,111209.9,11235915,12233,3212700,,,,,T16339,
11122+3406,111214,34055314.7,11073,812212,4X2s,1,0.8,6274,T08280,
11122+3147,111214.8,31465015.3,10292,2812736,1,,,,T10521,
N3589,111216,60582514.5,1968,1012212,9,1.7,0.9,6275,T04731,
11123+5849,111219,58484515.5,15008,241-120,,,,,,
11124+0353N,111224.9,3523014.9,8882,25H2700,,,,,,NORTH
11125+2610,111225.6,26100615.5,14577,5112779,,,,,T22138,M+4-27-10
11125+0421W,111227.3,4212715.2,11816,32H2779,,,,,,WEST
N3596,111227.9,15033812,7 1190,302212,5X3T,4.4,4.4,6277,T14685,
11124+5614,111228,56144915.1,9873,2412700,,,,,,
11124+3118,111228.2,31182814.4,8202,2612700,-2A R,1.5,1.3,6276,T01302,
11124+2948,111228.8,29481015.5,14885,32H2760,1B R,,,,T09557,W Comp A1213-AA
N3598,111233.6,17321113.5,6175,2912700,-3,1.6,1.2,6278,T04397,
11126+5544,111235.7,55434215.4,10393,1212700,,,,,,
N3595,111236.9,47431113,2186,2712700,-1,1.6,0.7,6280,T12685,
11126+2740,111237.5,27402515.2,8183,3312736,2B R,,,,T10506,
11126+3546,111238.6,35462914.8,6362,2612700,0B T,1.4,0.6,6279,T12259,
N3599,111249.1,18230813,830,2512700,-2A,2.5,2.5,12.7506281,T12981,*
11128+3647,111251.6,36465515.4,7478,3112700,-1A,,,,T12092,
I2661,111251.9,13525115.4,7375,3812700,,,,,T17726,
11128+4625,111253.1,46240115.3,2865,171-1,,,,,T25952,
N3601,111258.3,5232014.1,7800,10511,5,0.6,0.5,6282,T13028,AK284
N3600,111306.6,41515612.6,719,1010200,1,4.2,1,6283,T13000,MK1443
I2666,111306.9,14031614.6,7496,2612700,,,,,T15990,
11132+0108,111315.2,1075915.5,13749,19H2700,D,1.5,0.7,6284,,W is sup *
N3594,111321,55583415.2,6257,2510619,-2B,1.3,1.1,6286,,
I2672,111327.9,10260615.3,5895,912212,5A,1,0.8,6288,,
11134+2943,111329.6,29425515.4,8322,2912760,20  P,,,,T09692,A1213-B
I2674,111331.9,11191815.3,5883,912212,5A,1.4,0.7,06290 82.3,,
11135+2940,111332.4,29393015.3,8837,3012760,-1,,,15.15,T09693,"A1213-D,E99-CI"
11136+0051,111335.2,504615.5,8804,1912700,,,,,,
11135+2930,111336.4,29295815.5,13170,2912760,-2  D,,,,T09695,"A1213-C,E99-ZZ"
11137+4121,111340.1,41204915.3,6431,3812700,6,1.4,0.7,6293,T14711,
11136+2931,111341.6,29313115.2,13581,3212760,-1  P,,,,T09694,"A1213-E,E99-CL"
11136+0309,111342.5,3094014.5,8956,3712700,4,0.8,0.7,6289,T03029,
11137+2927N,111344,29273415.3,13206,27H2736,20,,,,T09696,"NORTH,A1213-F,E99-CO NORTH"
11137+2936,111346.9,29355915.2,13887,2012218,4B1P,1.8,0.8,6292,T09700,"A1213-H,E99-CQ,PGC34393"
11138+0459,111347.3,4592215.2,12443,621-120,,,,,,
11138+3535,111350.3,35344515.4,7932,4212700,1B T,,,,T12260,
11138+0436,111351.3,4363215.2,1109,191-120,,,,,,
11139+2931N,111353.7,29314015.5,14599,33H2736,-3B,,,,T09698,"4C29.41,NORTH,A1213-J,E99-ZX"
I2681,111359.6,11282715.2,13899,3612700,,,,,T15981,
11140+1600,111401.3,15595915.5,3785,2212700,,,,,T24585,
11140+0814,111405.2,8141115.3,12479,181-120,,,,,,
N3605,111408.7,18172713.7,1  686,2002700,-3,1.2,0.6,6295,T06530,
11141+2649,111409.3,26491415.4,9994,2112779,-2,,,,T10522,
11142+5053,111410.8,50513015.4,842,1712779,,,,,,
11142+1804,111413.1,18042714.3,976,612212,1,1.3,0.4,6296,T03323,
N3607,111416.1,18193511.4,2  951,2102700,-2A s,4.5,4,10.9506297,T02559,TG 39
11142+3252,111418.1,32521215.5,10455,3312700,-2  P,,,,T12199,
11143+3625,111420.2,36245115,7628,3012700,0B R,1.1,0.5,6298,T12231,
11143+4714,111420.6,47130715.2,9623,3112700,,,,,T25622,
N3608,111420.7,18252012.3,1 1108,1002212,-7,3,2.5,11.9006299,T02561,
11144+4244,111422.7,42443615.4,6361,4012700,,,,,T14712,
11144+7520,111424,75200015.5,6628,271-120,,,,,,
I2684,111424.1,13222315.4,10700,7012700,,,,,T20226,
11144+4708,111424.3,47075715.4,18235,4712700,,,,,T25623,
11146+0318,111436.1,3180215.5,10237,181-120,,,,,,
11146+5348,111440.4,53474415.3,8019,271-120,,,,,,
11147+5133,111443.6,51324015.2,8285,1512700,,,,,,
11148+0243,111445.9,2431115.2,6825,1312700,,,,,,
11148+3620,111450.5,36201315.1,7711,3712700,5B2s,1.3,1.1,6303,T12729,S*
11148+4722,111453.8,47212315.2,15938,5912779,,,,,T22409,
N3611,111454.7,4494113,2 1585,402212,1A P,2.7,2.7,12.8006305,T12970,
11149+0318,111456.5,3182115.1,13597,1412700,1B,,,,,
11149+3819,111456.6,38193014.8,1928,3312700,7:00 PM,1.3,0.35,6307,T12253,
11150+5146,111457,51450113.7,2874,1412218,3,1.6,0.8,6309,T20004,PGC34508
I2694,111501.6,13385715.3,14672,3812700,,,,,T16150,
11150+0734,111505.5,7334015.1,6270,1712700,-4,,,,,
N3609,111509.9,26535314.1,8082,1512700,1X R,1.2,1,6310,T03339,
11153+1743,111520.2,17425315.2,807,6612779,,0.6,0.5,,T24369,
11154+0724,111523.8,7234115.5,11355,1412700,,,,,,
11154+0807,111524.5,8070214.9,6366,2212700,0X,1.2,0.6,6312,,
11154+6519E,111526.7,65181914.4,9857,3312700,5,0.8,0.35,06316B,T03437,EAST
11154+5402,111526.8,54012815.2,10664,6013700,,1.1,0.7,6315,,"MK38,M9-19-34"
I2704,111527.2,12433915.5,14918,4312700,,,,,T16299,
N3615,111527.6,23401314,6684,3012700,-7,1.4,0.9,6313,T04398,
11154+3041W,111528.7,30404915.1,7701,2612779,0A,1,0.7,06314W,T10639,
11155+3040,111530.3,30400615.2,7880,1012212,1B t,0.9,0.9,,T10638,
N3610,111531.4,59033811.7,1745,2312700,1X R,2.7,2.3,6319,,
N3612,111533.8,26533415,8352,812212,20,1,0.8,6321,T04843,
N3614,111534.3,46011312.7,2332,612212,5X2,4.6,2.8,6318,T14476,
11156+2833,111536,28315314.7,9855,3112779,-2,1.3,1.3,6322,T04311,
11156+2830,111537.2,28295714.8,9555,2812700,0B T,,,,T04310,
11156+1907,111539.6,19071713.6,1125,510620,8,1.1,1,6320,,AK286
11157+0408W,111541,4082415.4,8322,18H2700,,,,,,
11157+2243,111541.9,22423415.5,9712,1712700,-1,,,,T22221,MK733
N3613,111542.4,58162912.2,5 2003,2402700,-5,3.4,1.8,11.6006323,T09767,*
11157+1900,111544,19004014.9,1083,3212712,-2,1.3,0.5,6324,T04264,
11158+2535,111548.5,25354715.5,7599,3612700,5A,1.6,0.5,06325 107,T22560,
N3618,111553.5,23443314.4,6806,812212,3A,1,0.8,6327,T01445,MK1288
11158+5854,111553.8,58525615.4,8607,271-120,,,,,,
I2708,111558,12590515.1,6075,3012700,,,,,T16300,
11160+2848,111559.8,28482115.5,9955,3012779,-2,,,,T10507,
11160+0042,111601.8,413615.2,7521,1812779,-4,,,,,
11160+7305,111604.8,73055115.5,6663,291-120,,,,,,
11161+0746,111610.1,7460215.2,11228,151-120,-1  P,,,,,
11161+2336,111610.5,23361515.5,6673,2412700,,,,,T22561,
11162+3656,111611.6,36565315.5,7464,3212700,3:00 PM,,,,T12051,MK1289
11162+5820,111613.7,58194015.1,9779,2612700,,,,,,
11163+0054,111615.6,533414.9,7614,510610,,,,,,
N3624,111615.7,7474214.7,11272,2012700,3B2,0.9,0.6,,,
N3623,111618.6,13220010.5,1  807,30 002,1X3T,9.8,2.9,10.1706328,T11305,"M65,Arp317,MCG+02-29-018,IRAS F11163+13"
11163+2310,111619.6,23093314.7,6485,4112700,,,,,T18511,
11163+0352,111621.8,3514915.4,8166,1812700,,,,,,
11164+0027,111622.2,270115.4,7475,111 002,5X5,1.2,1.1,6329,,
N3619,111628.6,58020012.8,6 1542,1002212,-1A s,4,3,12.600633,T14561,
11164+4755,111630.2,47551814.7,10298,4212700,,,,,T25624,
11166+0330,111633.1,3302015.1,6033,510639,20,1.3,0.3,6331,,
11165+3424,111634.8,34240715.5,10350,3212760,-2  P,,,,T12052,
11166+2105,111638.1,21051314.5,6245,2612700,1B,1.3,1.1,6332,T01363,
11166+2310,111638.2,23092015.4,6283,912212,20,1.2,0.6,6333,,
11166+7309,111640.9,73092215.4,6513,2612779,,,,,,
11167+0741,111645.1,7410715.3,11153,1512700,,,,,,
11168+2856,111649.7,28553314.4,6277,1013528,0A R,2.7,1.4,6334,T01304,
11168+2515,111650.5,25154615.3,7877,5012700,,,,,T20660,
11168+5934,111651.5,59331715.1,2927,1012212,6A,1.9,1.7,6335,,
11168+0328,111651.7,3282915.4,7146,1412700,1B,,,,,
11170+5444,111701.5,54441115.4,12221,4712700,,,,,,
11171+0752,111708.4,7515515.5,11770,1912700,,,,,,
N3622,111710.3,67305313.7,1306,1612212,0,1.3,0.5,6339,T06909,
11171+3321,111712.7,33215015.2,12791,3712700,12:00 PM,1,0.9,6337,T12254,
11172+3622,111718.1,36222715,7557,310661,5A2r,1.1,0.5,06338 107,T12255,
N3626,111725.9,18375612.1,1 1493,402212,-1A3T,2.8,2,11.7006343,T13854,
11174+3046,111727,30462715.2,7096,3212779,-3A,1,0.8,6342,T10508,
11175+6008,111732.1,60073615.4,16581,381-120,,,,,240696,
N3627,111738.7,131532 9.8,9  727,30 002,3X3s,9.1,4.2,9.7006346 15,T09800,"VV308,Arp16,MCG+02-29-019,IRAS F11176+1"
11176+3422,111738.9,34221215.3,10538,2712760,2  T,1.1,0.6,6347,T12256,
N3625,111739,58032113.9,1940,412218,3X s,2.1,0.5,6348,T01076,PGC34718
N3628,111739.6,13514810.4,3  843,100912,3  P1,4.8,3,10.150635,T18397,"VV308,Arp317,MCG+02-29-020,IRAS F11176+"
11176+0248,111740.4,2475814.4,1588,110912,10B9,2.5,1.5,6345,T03079,DDO94
N3630,111742.1,3142313,1 1514,2200105,-2,1.9,0.8,6349,T13855,
11177+0436,111743,4353815.2,14736,3112779,-4,,,,,
N3633,111751.4,3513814.3,2600,210651,1A,1.2,0.4,6351,T01329,2553 30 (2700)
11178+5107,111751.6,51060515.5,8299,2812779,,,,,,
N3629,111751.9,27141312.8,4 1517,502212,6X4,2.1,1.6,6352,T14686,
11179+0424,111754.3,4240915.3,14980,2812700,-2A,,,,,
11179+5659W,111754.5,56582515.4,14219,461-120,3A,1.2,0.6,06353A,140497,W Comp
11179+6341,111757.1,63404415.3,3315,1712700,20,1.1,0.4,6354,311297,
11180+3130,111800.2,31294614.8,2187,912218,6 4,2.1,0.3,6355,T04309,"Turner34A(SRC 1400),PGC34733"
11180+6944,111801.5,69425415.2,13131,2912700,,,,,310398,
11180+5714N,111801.7,57130315.1,14083,24H-120,-5,,,,250696,
11180+3234,111807.2,32335115.3,8334,2512700,1  /,1.1,0.2,6356,T12527,
11181+0754,111808.3,7541515.3,12630,1912700,,,,,,
11183+0044W,111812.4,444015.2,7295,5H0610,,0.5,0.2,06361A,,"WEST,Vel for both"
11182+1938,111812.5,19385214.8,4076,1113800,,,,,,
